age,workclass,fnlwgt,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,class
25,5,102476,13,5,6,4,1,1,27828,0,50,40,1
39,5,46028,10,1,9,5,1,0,0,0,60,40,0
32,5,198452,9,3,6,6,1,0,0,0,40,40,0
59,5,193895,10,7,2,2,1,0,0,0,35,40,0
29,5,233421,13,3,4,1,1,1,3411,0,45,40,0
50,5,378747,9,3,15,1,0,1,0,0,40,40,0
42,5,31251,11,3,13,1,1,1,0,0,37,40,0
32,5,71540,10,1,11,2,1,1,0,0,40,40,0
48,5,194772,12,3,13,1,1,1,0,1902,40,40,1
20,5,34568,9,3,4,1,1,1,3781,0,35,40,0
50,7,36480,6,1,4,2,1,1,0,0,45,40,0
18,5,116528,10,5,4,2,1,1,0,0,30,40,0
60,5,52152,14,5,11,2,1,1,0,0,50,40,0
60,5,216690,10,3,11,1,1,1,0,0,40,1,0
42,3,227065,14,5,11,2,1,1,0,0,22,40,0
49,5,84013,9,1,9,5,1,0,0,0,35,40,0
35,6,82051,10,3,13,6,1,0,0,0,40,40,0
30,7,176185,12,3,13,1,1,1,0,0,60,21,0
59,5,115414,10,3,5,1,1,1,0,0,40,40,1
24,6,493034,9,5,9,2,0,1,13550,0,50,40,1
55,5,354923,12,1,2,5,1,0,0,0,40,40,0
19,5,393712,9,5,2,4,1,0,0,0,20,40,0
39,5,98941,9,3,4,1,1,1,0,0,40,40,0
48,5,141483,10,1,5,5,1,0,0,0,40,40,0
44,5,172479,13,3,11,1,1,1,7688,0,40,40,1
21,5,226145,10,5,7,4,1,1,0,0,30,40,0
23,5,394612,13,5,14,4,0,1,0,0,40,40,0
22,5,231085,10,5,9,4,1,1,0,0,30,40,0
55,7,183810,14,3,11,1,1,1,0,0,55,40,1
19,5,186159,10,5,13,2,1,0,0,0,40,40,0
23,5,162282,10,5,7,2,1,1,0,0,25,40,0
46,5,219021,9,3,15,1,1,1,15024,0,44,40,1
23,5,273206,13,5,2,2,1,0,0,0,23,40,0
47,6,332355,14,3,5,1,1,1,15024,0,50,40,1
23,5,102729,10,5,13,4,1,0,0,0,15,40,0
42,5,198096,10,3,9,1,1,1,0,0,40,40,1
22,8,292933,13,5,2,4,1,0,0,0,10,40,0
18,5,135924,9,5,2,4,1,1,0,0,20,40,0
37,5,99146,13,3,5,1,1,1,0,1977,50,40,1
34,5,27409,5,3,4,1,1,1,0,0,50,40,0
30,5,299507,12,6,9,5,1,0,0,0,40,40,0
62,7,102631,10,7,6,5,1,0,0,0,50,40,0
51,5,153486,10,3,7,1,1,1,0,0,40,40,0
34,5,434292,9,3,9,1,0,1,0,0,30,40,0
28,7,240172,14,5,11,4,1,1,0,0,40,40,0
56,5,219426,6,5,7,2,1,1,0,0,40,40,0
46,5,295791,9,1,14,2,1,0,0,0,30,40,0
46,5,114032,10,3,14,1,1,1,0,1887,45,40,1
23,3,496382,10,4,2,4,1,0,0,0,40,14,0
33,5,376483,13,3,2,6,0,0,0,0,30,40,0
27,5,107218,9,5,9,4,0,1,0,0,40,40,0
21,5,246207,10,5,2,4,0,0,0,0,20,40,0
18,1,80564,9,5,1,4,1,1,0,0,60,40,0
36,5,83089,3,3,8,1,1,1,7298,0,40,27,1
37,3,328301,13,1,11,2,1,0,0,0,36,40,0
39,3,301614,7,3,9,1,1,1,0,0,40,40,0
36,5,199739,9,3,15,1,1,1,7298,0,60,40,1
24,5,180060,12,5,4,2,1,1,2354,0,40,40,0
26,5,121040,12,5,5,4,0,0,0,0,40,40,0
37,5,125550,9,1,13,2,1,0,0,0,60,40,0
34,5,170772,9,3,4,1,1,1,0,0,50,40,0
33,5,180551,9,1,5,5,1,0,0,0,40,40,0
33,7,48189,9,3,12,1,1,1,0,0,30,40,0
20,5,432154,9,5,13,4,1,0,0,0,8,27,0
26,5,263200,10,1,2,5,1,0,0,0,38,40,0
47,5,123207,9,3,2,6,1,0,0,0,20,40,1
17,5,110798,7,5,13,4,1,0,0,0,20,40,0
53,5,238481,11,3,5,1,1,1,0,1485,40,40,0
31,5,185528,10,1,13,4,1,0,0,0,35,40,0
34,5,181311,7,3,8,1,1,1,0,0,40,40,0
23,5,528616,3,3,9,1,1,1,0,0,40,27,0
39,5,272950,13,3,4,1,1,1,0,0,45,40,1
22,1,195532,9,5,1,4,1,0,0,0,40,40,0
21,5,197583,10,5,2,4,1,0,0,0,20,40,0
40,5,48612,9,5,2,5,0,0,0,0,35,40,0
54,3,31533,14,3,2,1,1,1,7298,0,40,40,1
32,2,148138,13,3,11,1,0,1,0,2002,40,21,0
29,3,30069,9,3,9,6,1,0,2635,0,40,40,0
68,1,170182,10,5,1,5,0,0,0,0,40,40,0
27,3,230885,13,3,12,1,1,1,0,0,45,40,1
54,5,174102,10,5,5,2,1,1,0,0,40,40,1
23,5,352606,9,1,10,5,1,0,0,0,40,40,0
38,5,241153,14,3,5,1,1,1,0,0,48,40,1
54,5,155433,9,3,9,6,1,0,0,0,35,40,0
21,5,109414,10,5,11,4,0,1,0,1974,40,40,0
40,5,125461,11,5,11,2,1,1,0,0,42,40,0
19,5,331556,6,5,9,2,1,0,0,0,40,40,0
21,1,138575,9,5,1,3,1,1,0,0,60,40,0
35,5,223514,13,3,2,6,0,0,0,0,40,40,0
39,5,115418,10,5,2,4,1,0,2174,0,45,40,0
38,5,193026,9,5,9,5,1,1,0,1408,40,1,0
41,5,147206,8,3,7,1,1,1,0,0,40,40,1
26,5,174592,10,5,2,2,1,0,0,0,40,40,0
35,5,268620,9,1,9,2,1,0,0,0,45,40,0
70,7,150886,10,3,4,1,1,1,0,0,25,40,0
45,5,112362,6,3,13,1,1,1,0,0,40,40,0
83,5,195507,9,7,12,2,1,1,0,0,55,40,0
59,5,192983,9,6,9,2,1,0,0,0,40,40,0
18,5,120544,5,5,9,4,0,1,0,0,15,40,0
31,5,59083,9,3,2,1,1,1,0,0,40,40,0
43,5,208277,14,3,11,6,1,0,0,0,45,40,1
24,3,184678,13,5,11,2,1,0,0,0,40,40,0
33,5,278736,11,3,8,1,1,1,0,0,50,40,0
48,3,39464,14,5,11,2,1,0,0,0,52,40,0
27,5,162343,13,3,5,1,1,1,0,0,40,7,0
41,5,204046,9,3,4,1,1,1,0,0,40,40,0
25,5,255647,9,3,9,6,1,0,0,0,25,27,0
53,5,123011,9,1,15,2,1,1,0,0,40,40,1
66,7,291362,15,3,11,1,1,1,0,0,50,40,0
31,5,159187,10,3,4,1,1,1,0,0,40,40,1
30,8,126414,13,4,2,2,1,1,0,0,40,40,0
22,5,227626,9,1,15,2,1,1,0,0,40,40,0
47,6,173783,13,3,13,1,1,1,15024,0,60,40,1
74,5,211075,9,3,5,1,1,1,0,0,40,40,1
37,5,176756,10,3,2,1,0,1,0,1485,70,40,1
35,7,31095,10,6,6,2,1,1,4101,0,60,40,0
51,7,32372,13,3,5,1,1,1,0,1672,70,40,0
40,5,331651,10,6,9,2,1,0,0,0,40,40,0
51,3,146325,16,3,11,1,1,1,0,1887,40,40,1
26,5,515025,6,3,7,6,1,0,0,0,40,40,0
53,5,394474,12,5,2,5,0,0,0,0,40,40,0
32,5,400535,9,3,4,1,1,1,3781,0,40,40,0
29,7,337505,10,3,4,1,0,1,0,0,40,36,0
42,5,211860,9,6,2,2,1,1,0,0,40,40,0
22,5,102684,10,5,15,2,1,1,0,0,32,40,0
62,1,225657,9,3,1,1,1,1,0,0,24,40,0
33,5,121966,9,1,2,2,1,0,0,0,40,40,0
21,5,396790,9,5,15,4,0,1,0,0,20,40,0
46,3,149949,13,3,11,1,1,1,0,0,45,40,1
25,5,252187,7,5,7,2,1,1,0,0,40,40,0
29,5,209934,3,3,9,1,1,1,0,0,40,27,0
29,2,229300,13,5,11,2,1,1,0,0,48,40,0
33,5,170769,16,1,13,2,1,1,99999,0,60,40,1
50,5,200618,12,1,4,2,1,1,0,0,40,40,0
22,5,216984,9,5,2,2,0,0,0,0,40,40,0
40,5,212760,9,1,4,2,1,1,0,0,40,40,0
28,5,150309,9,3,8,1,0,1,0,0,45,40,0
54,5,174655,9,3,2,1,1,1,0,0,40,40,0
29,5,109621,9,3,4,1,1,1,0,0,40,40,0
49,5,225124,9,7,8,5,0,0,0,0,40,40,0
46,5,172695,7,7,9,2,1,0,0,0,27,9,0
71,7,238479,6,3,4,1,1,1,0,0,8,40,0
27,5,37754,10,3,6,1,1,1,0,0,80,40,0
56,5,85018,9,5,2,2,1,0,0,0,40,40,0
64,5,256466,9,3,14,1,0,1,0,0,60,31,1
23,5,169188,10,3,5,6,1,0,0,0,25,40,0
36,5,210945,13,3,11,1,1,1,0,0,40,40,1
39,3,287031,14,3,11,1,1,1,0,0,45,40,1
26,5,224361,9,5,5,2,1,1,0,0,40,40,0
31,2,108464,12,3,14,1,1,1,0,0,40,40,0
36,5,75826,13,1,2,5,1,0,0,0,40,40,0
43,5,120277,9,3,4,1,1,1,0,0,40,40,1
25,5,104439,10,5,2,2,1,0,0,0,50,40,0
27,5,56870,9,3,8,1,1,1,0,0,40,40,0
24,5,200819,8,5,13,2,1,1,0,0,40,40,0
50,7,170562,12,3,12,1,1,1,0,0,20,40,0
30,5,80933,9,3,4,1,1,1,0,0,40,40,0
24,5,33088,7,5,7,2,1,1,0,0,40,40,0
41,3,112763,14,1,11,5,1,0,7430,0,36,40,1
29,5,177651,10,5,5,2,1,1,0,0,45,40,0
31,5,261943,10,3,5,1,1,1,0,0,40,40,0
54,5,169785,10,1,5,2,1,0,0,0,40,23,0
20,5,141481,7,3,13,3,1,0,0,0,50,40,0
37,5,433491,9,5,9,4,1,1,0,0,40,40,0
28,3,86615,9,5,9,4,0,1,0,0,30,40,0
39,5,125550,9,3,2,6,1,0,0,0,40,40,1
46,8,421223,10,5,5,2,1,0,0,0,40,40,0
35,5,26999,13,6,5,5,1,0,0,0,42,40,0
36,7,241998,10,3,13,1,1,1,99999,0,20,40,1
34,1,133861,9,3,1,1,1,1,0,0,25,40,0
44,5,115323,14,3,5,1,1,1,0,0,40,40,1
34,6,23778,13,1,5,2,1,1,0,0,50,40,0
28,7,190836,9,3,13,1,1,1,0,0,50,40,1
38,6,159179,15,3,11,1,1,1,0,0,45,40,1
64,1,205479,13,3,1,1,1,1,0,0,50,40,1
19,1,47713,10,5,1,4,1,0,0,0,40,40,0
35,5,163237,13,3,13,1,1,1,0,0,52,40,1
61,5,202202,9,5,2,2,1,0,0,0,40,40,0
45,5,168837,10,1,13,5,1,0,0,0,40,40,0
36,5,112271,9,3,15,1,1,1,0,0,40,40,0
34,5,52537,9,5,15,5,0,1,0,0,30,40,0
27,5,38353,11,3,13,1,1,1,0,0,60,40,0
22,5,141698,6,5,4,5,1,1,0,0,40,40,0
26,5,28856,13,5,14,2,1,0,0,0,40,40,0
19,5,175652,7,5,9,3,1,0,0,0,15,40,0
36,5,213008,9,1,6,2,1,1,0,0,40,40,0
51,5,196501,13,1,5,2,1,1,14084,0,50,40,1
63,5,118798,9,3,4,1,1,1,99999,0,40,40,1
51,5,92463,9,3,2,1,1,1,0,0,40,40,0
20,8,125165,10,5,2,4,1,0,0,0,25,40,0
42,7,103980,11,3,11,1,1,1,0,0,50,40,0
40,1,180362,13,5,1,4,1,0,0,0,40,40,0
25,5,53903,10,3,4,1,1,1,0,0,40,40,0
40,5,179735,11,1,2,5,1,0,0,0,50,40,0
41,1,277390,13,3,1,6,1,0,0,0,30,40,1
49,5,122177,9,5,7,4,1,1,0,0,80,40,0
46,5,188161,9,6,8,4,0,0,0,0,40,40,0
32,7,170108,9,6,13,2,1,1,0,0,50,40,0
28,5,175262,10,3,7,1,0,1,0,0,40,27,0
19,1,204441,9,5,1,3,0,1,0,0,20,40,0
19,5,164395,9,5,2,4,1,0,0,0,25,40,0
18,5,115630,7,5,2,4,0,1,0,0,20,40,0
39,5,178815,9,5,13,2,1,1,0,0,55,40,0
60,7,168223,13,1,11,2,1,0,0,0,30,40,0
46,3,202560,13,1,11,2,1,0,0,1408,40,40,0
38,5,100295,4,3,8,6,1,0,0,0,50,3,1
36,5,172256,9,3,8,1,1,1,0,0,44,40,1
45,5,51664,10,3,13,1,1,1,0,0,40,40,0
60,8,358893,13,1,11,2,1,0,0,2339,40,40,0
30,5,115963,7,3,4,1,1,1,0,0,40,40,0
22,5,333910,10,5,14,2,1,0,0,0,43,40,0
23,5,148948,10,5,5,2,1,1,0,0,45,40,0
48,8,130561,10,5,11,2,0,0,0,0,24,40,0
46,5,428350,9,3,9,4,1,0,0,0,15,40,0
43,5,188808,14,3,5,1,1,1,0,0,45,40,1
25,5,112847,9,3,15,4,0,1,0,0,40,40,0
50,5,110748,10,5,11,2,1,1,0,0,40,40,0
61,6,156653,9,1,13,2,1,1,0,0,55,40,0
35,5,196491,13,5,13,2,1,1,0,0,50,40,0
65,3,254413,10,1,5,2,1,0,0,0,40,40,0
56,5,91262,9,3,15,1,0,1,0,0,45,40,0
43,7,154785,13,3,8,6,0,0,0,0,80,38,0
55,5,84231,9,3,15,1,1,1,0,0,50,40,0
22,5,226327,10,5,2,4,1,0,0,0,40,40,0
40,5,248406,10,1,8,4,1,1,0,0,32,40,0
35,5,54317,9,3,6,1,1,1,0,1672,50,40,0
22,1,32732,10,5,1,4,1,1,0,0,50,40,0
20,5,95918,5,3,8,1,1,1,0,0,40,40,0
46,3,375675,8,3,9,1,1,1,0,0,35,40,1
43,5,244172,9,6,15,5,1,1,0,0,40,27,0
46,2,233555,9,1,2,5,0,0,0,0,40,1,0
39,5,326342,7,3,9,1,0,1,2635,0,37,40,0
34,5,77271,9,5,5,5,1,0,0,0,20,10,0
35,5,33397,9,1,9,2,1,0,0,0,35,40,0
30,5,446358,9,5,2,5,1,1,0,0,41,40,0
25,5,151810,9,5,8,2,0,1,0,0,28,40,0
44,5,125461,14,3,5,1,1,1,0,0,35,40,1
35,5,133906,9,1,2,5,1,0,0,0,40,40,0
41,5,155106,9,3,7,1,1,1,0,0,40,40,0
43,2,203637,13,3,2,1,1,1,7298,0,40,40,1
32,5,232766,10,5,2,2,1,0,0,0,40,40,0
50,5,305319,4,3,4,1,1,1,0,0,40,40,0
20,5,121023,10,5,2,4,1,0,0,0,15,40,0
29,5,198997,9,3,2,6,1,0,0,0,20,40,0
38,5,167140,15,3,11,1,1,1,99999,0,70,40,1
20,5,38772,6,5,7,5,1,1,0,0,50,40,0
41,5,253759,9,5,13,5,0,0,0,0,40,40,0
27,5,130067,10,5,5,2,1,0,0,0,65,40,0
37,5,203828,5,3,4,1,1,1,0,0,40,40,0
62,8,221558,14,6,11,5,1,0,0,0,24,1,0
31,5,156464,6,1,9,2,1,1,0,0,40,40,0
49,5,72333,10,1,2,2,0,0,0,0,40,40,0
33,3,83671,13,5,11,2,0,0,0,0,50,40,0
31,5,339482,9,3,4,1,1,1,0,1848,40,40,1
19,5,91928,10,5,9,3,1,0,0,0,35,40,0
44,5,99203,4,3,8,1,1,1,0,0,40,40,0
31,6,455995,10,5,5,2,1,1,0,0,65,40,1
62,5,192515,9,7,6,5,1,0,0,0,40,40,0
65,7,111483,10,3,5,1,1,1,0,2174,10,40,1
17,5,221129,5,3,9,1,1,1,0,0,40,40,0
60,5,85413,9,3,15,1,1,1,0,0,44,40,1
31,5,196125,7,3,4,1,1,1,0,0,40,40,0
29,5,265638,10,5,9,5,0,0,0,0,40,40,0
53,5,177727,9,3,8,1,1,1,0,0,40,40,1
44,5,205822,10,3,13,1,1,1,0,0,40,40,1
43,5,112607,7,3,13,1,1,1,0,0,60,40,0
40,2,177595,10,3,4,1,1,1,0,1579,40,40,0
18,5,183315,7,5,13,4,0,0,0,0,10,40,0
47,5,116279,9,1,4,5,1,0,0,0,43,40,0
38,2,122493,13,3,11,1,1,1,4064,0,40,40,0
37,5,215419,12,3,9,6,1,0,0,0,25,40,0
40,5,310101,10,6,13,2,0,0,0,0,40,40,0
57,6,61885,9,3,11,1,0,1,0,0,60,40,1
43,5,59107,9,6,9,2,1,0,4101,0,40,40,0
32,5,227214,13,3,11,1,0,1,0,0,40,8,0
64,5,239450,10,3,13,1,1,1,0,0,40,40,0
18,5,118847,8,5,13,4,1,0,0,0,20,40,0
40,7,95226,13,5,5,2,1,1,0,0,50,40,0
17,1,659273,7,5,1,4,0,0,0,0,40,39,0
23,5,215395,9,5,8,2,1,1,0,0,40,40,0
45,5,170600,11,1,2,5,0,0,0,0,40,40,0
45,7,91044,14,1,11,2,1,0,0,0,15,40,0
27,5,318639,6,5,9,2,1,1,0,0,60,27,0
23,5,160398,10,4,7,5,1,1,0,0,40,40,0
58,7,216824,9,3,6,1,0,1,0,0,30,40,0
35,5,308945,9,1,14,5,1,0,0,0,75,40,0
47,5,30840,14,1,11,2,1,1,0,0,40,40,1
33,5,99309,9,3,5,1,1,1,0,0,50,40,0
27,5,188576,13,6,11,2,0,1,0,0,40,31,1
46,5,83064,12,3,8,1,1,1,0,0,40,40,1
24,5,403865,10,3,4,1,1,1,0,0,56,40,0
40,5,235786,10,3,4,1,1,1,0,0,44,40,1
44,5,191893,9,5,9,4,1,0,0,0,24,40,0
31,3,149184,13,3,12,1,1,1,0,0,97,40,1
37,5,152909,11,3,2,1,1,1,7688,0,40,40,1
23,5,435604,11,6,5,4,1,0,0,0,40,40,0
30,6,109282,13,3,13,1,1,1,0,0,52,40,1
31,5,248178,10,3,9,1,0,1,0,0,35,40,0
24,1,112683,9,5,1,2,1,0,0,0,32,40,0
32,5,209103,10,3,5,1,1,1,3464,0,40,40,0
27,5,183639,9,5,15,4,1,1,0,0,40,40,0
35,3,107233,9,5,2,5,0,1,0,0,55,40,0
27,5,175387,13,5,5,2,1,1,0,1876,40,40,0
30,7,178255,13,3,13,1,1,1,0,0,70,1,0
33,7,38223,9,5,6,4,1,1,0,0,70,40,0
34,5,228873,16,3,11,1,1,1,0,0,45,40,1
29,5,202182,10,3,4,1,1,1,0,0,50,40,0
26,3,425092,14,5,11,2,1,0,2174,0,40,40,0
39,7,152587,9,5,4,4,1,1,0,0,40,40,0
37,6,39089,10,3,5,1,1,1,3103,0,50,40,1
51,5,204304,10,1,5,2,1,0,0,0,50,40,1
40,5,116103,10,6,4,5,1,1,4934,0,47,40,1
53,5,290640,4,3,4,1,0,1,0,0,40,41,0
58,2,81973,10,3,14,1,0,1,0,1485,40,40,1
29,5,134890,13,3,14,1,1,1,0,0,40,40,1
33,5,452924,9,3,8,1,0,1,0,0,40,27,0
57,5,245193,14,3,5,1,1,1,0,0,60,40,1
69,8,34339,9,3,12,1,1,1,0,0,40,40,0
20,5,184756,10,5,2,4,1,0,0,0,12,40,0
56,5,392160,9,7,13,5,1,0,0,0,25,27,0
49,5,168337,3,3,4,1,1,1,0,0,40,40,0
34,5,309513,9,3,8,1,1,1,0,0,40,40,0
70,5,77219,9,3,4,1,1,1,0,0,37,40,0
44,5,212888,13,1,5,5,1,0,0,0,45,40,0
37,5,361888,13,5,11,2,1,1,10520,0,40,40,1
58,3,237879,13,3,11,1,1,1,0,0,58,40,0
42,7,93099,10,3,11,4,1,0,0,0,25,40,0
41,5,225193,9,3,13,1,1,1,0,0,40,40,0
28,5,50814,9,5,2,2,1,0,0,0,40,40,0
47,3,123681,14,3,11,1,1,1,7688,0,60,40,1
24,5,249351,9,3,8,6,1,0,0,0,40,40,0
58,7,222311,9,3,9,1,1,1,7688,0,55,40,1
18,5,301762,9,5,2,4,1,0,0,0,25,40,0
50,5,195298,10,3,5,1,1,1,0,0,50,40,1
69,5,541737,10,7,2,2,1,0,2050,0,24,40,0
84,5,241065,14,5,11,2,1,1,0,0,66,40,0
47,5,129513,13,3,5,1,1,1,0,0,60,40,1
19,5,374262,8,5,7,4,1,1,0,0,20,40,0
24,5,382146,10,5,11,2,0,1,0,0,40,40,0
48,1,185291,13,3,1,1,1,1,0,0,6,40,0
53,5,30447,9,1,8,2,1,1,0,0,50,40,0
58,5,49893,10,3,13,1,1,1,0,0,45,40,0
22,5,197387,10,5,7,3,1,1,0,0,24,27,0
36,7,111957,10,3,5,1,1,1,0,0,52,40,0
34,5,340458,8,5,2,5,1,0,0,0,40,40,0
43,5,185670,2,7,11,5,1,0,0,0,21,27,0
37,5,210945,9,3,7,1,1,1,0,0,24,40,0
43,5,350661,15,6,14,2,1,1,0,0,50,5,1
42,5,190543,10,3,14,6,1,0,0,0,40,40,1
21,5,70261,10,5,9,4,1,1,0,0,30,40,0
49,7,179048,9,3,13,1,1,1,0,0,60,13,0
35,5,242094,9,3,9,3,0,1,0,0,40,40,0
49,7,117634,10,7,4,5,1,0,0,0,30,40,0
28,5,82531,10,5,9,2,0,1,0,0,40,40,0
51,5,193374,2,3,4,1,1,1,0,0,40,27,0
30,1,186420,13,5,1,2,1,0,0,0,40,40,0
19,5,323605,4,5,9,2,1,1,0,0,60,40,1
56,5,371064,5,3,9,1,1,1,0,0,40,40,0
20,5,39927,9,5,9,2,1,1,0,0,8,40,0
22,5,64292,10,5,2,4,1,0,0,0,37,40,0
33,5,198660,9,3,8,1,1,1,99999,0,56,40,1
54,1,196975,9,1,1,3,1,1,0,0,45,40,0
22,5,210165,10,5,4,2,1,1,0,0,50,40,0
68,5,144137,10,1,10,3,1,0,0,0,30,40,0
56,3,155657,13,1,5,5,1,0,0,0,40,40,0
23,1,72953,9,5,1,2,1,1,0,0,40,40,0
69,7,107548,5,3,2,1,1,1,0,0,40,40,0
41,5,163258,13,5,14,2,1,1,0,0,40,40,0
33,5,221324,9,5,8,5,0,0,0,0,40,40,0
18,5,444822,7,5,13,4,1,0,0,0,8,27,0
17,5,154398,7,5,9,4,0,1,0,0,16,15,0
31,5,120672,7,1,7,3,0,1,0,1721,40,40,0
50,5,159650,10,3,14,1,1,1,0,0,60,40,1
62,5,290754,6,7,7,2,1,0,0,0,40,40,0
41,5,49654,9,1,2,5,1,0,0,0,52,40,0
20,2,147352,9,5,9,2,1,0,0,0,40,40,0
23,5,227943,12,5,13,4,1,1,0,0,30,40,0
18,5,423024,9,5,9,2,1,1,0,0,20,40,0
53,1,64322,4,6,1,2,1,1,0,0,40,40,0
42,5,445940,5,3,4,1,1,1,0,0,40,27,0
23,5,230824,13,5,11,2,1,1,0,0,40,40,0
43,5,48882,9,1,2,3,1,0,0,0,40,40,0
47,5,168195,9,3,13,1,1,1,0,0,55,40,0
53,3,188644,3,3,9,1,1,1,0,0,40,27,0
28,5,136077,6,5,7,2,1,1,0,0,40,40,0
28,8,119793,10,3,12,1,1,1,0,0,40,40,0
44,5,336513,10,3,11,1,1,1,0,0,45,40,0
58,5,186991,9,3,8,1,1,1,0,0,40,40,0
25,1,218948,4,5,1,2,1,0,0,0,32,27,0
26,5,211435,9,5,8,5,1,0,0,0,40,40,0
36,7,280169,10,3,6,1,1,1,3456,0,8,40,0
27,5,109997,9,1,9,2,1,0,0,0,40,40,0
39,5,286789,16,3,5,1,1,1,0,0,45,40,1
25,5,102460,13,3,5,1,1,1,0,0,40,40,0
17,5,287160,7,5,9,4,1,0,0,0,15,40,0
39,5,198097,13,1,5,2,1,1,0,0,50,40,0
52,5,119111,9,3,8,1,1,1,0,0,40,40,0
24,5,174461,13,5,13,2,1,0,0,0,50,40,0
26,7,281678,11,3,6,1,1,1,0,0,55,40,0
24,1,377725,13,5,1,2,1,0,0,0,40,40,0
32,5,151053,9,3,7,1,1,1,0,0,40,40,1
49,3,186539,14,3,12,1,1,1,0,0,40,40,1
20,1,149478,10,5,1,3,1,0,0,0,25,40,0
40,5,198452,7,3,6,1,1,1,0,0,40,40,0
52,5,198863,15,1,5,2,1,1,0,2559,60,40,1
33,5,176711,9,5,2,2,1,1,0,0,40,40,0
19,5,165310,9,3,8,3,1,1,0,0,20,40,0
37,5,213008,11,3,11,1,1,1,0,0,40,25,0
21,8,38251,10,5,14,4,1,0,0,0,20,40,0
33,5,125761,10,5,2,2,1,1,0,0,36,40,0
28,5,148645,12,1,11,2,1,0,0,0,40,40,0
48,5,273435,9,3,4,1,1,1,0,1579,40,40,0
43,5,208613,13,6,14,2,1,1,0,0,40,40,0
32,5,192565,9,3,8,1,1,1,0,0,40,40,0
28,5,183885,9,5,9,4,1,1,0,0,30,40,0
47,7,243631,13,3,11,1,0,1,0,0,40,36,0
37,5,191754,13,3,2,1,1,1,0,0,50,40,1
26,5,261278,10,6,13,3,0,1,0,0,30,40,0
55,5,127014,9,3,9,1,1,1,0,0,60,40,0
40,5,197919,12,1,13,5,1,0,0,0,40,40,0
31,5,217460,13,3,5,1,1,1,0,0,40,40,1
39,5,86551,9,3,9,1,1,1,0,0,40,40,1
54,6,98051,10,3,13,1,1,1,0,0,54,40,1
38,5,215917,10,3,13,1,0,1,0,0,40,31,0
53,7,192982,9,3,6,1,1,1,0,0,85,40,0
27,7,334132,12,5,11,2,1,0,0,0,78,40,0
42,5,136986,13,3,5,1,1,1,0,0,40,40,1
62,5,116812,10,1,2,2,1,0,0,0,40,40,0
47,5,189123,7,3,2,1,1,1,0,1485,58,40,0
26,5,89648,13,5,5,2,1,0,0,0,50,40,0
33,1,190027,9,5,1,5,0,0,0,0,20,40,0
59,5,99248,10,1,9,2,1,1,0,0,40,40,0
42,5,57600,9,1,11,2,1,0,0,0,45,40,0
25,5,199224,13,3,11,1,1,1,0,0,45,40,1
58,5,140363,9,1,13,2,1,1,0,0,36,40,0
30,5,308812,10,5,13,2,1,0,0,0,60,40,0
21,5,275421,10,5,4,4,1,0,0,0,40,40,0
61,5,213321,9,3,12,1,1,1,0,0,40,40,0
33,5,157747,12,3,7,1,1,1,0,0,40,40,0
51,5,182314,14,3,14,1,1,1,0,0,40,40,1
70,5,220589,10,7,5,2,1,0,0,0,12,40,0
55,1,208640,9,3,1,1,1,1,0,0,30,40,1
29,7,189346,10,1,4,2,1,1,2202,0,50,40,0
46,5,124071,14,7,11,2,1,0,0,0,44,40,0
35,2,20469,10,1,5,5,0,0,0,0,40,31,0
31,5,154227,9,3,4,1,1,1,0,0,43,40,1
37,5,105044,10,3,5,1,1,1,0,0,42,40,1
43,5,35910,10,3,13,1,1,1,0,0,43,40,1
23,5,189203,9,5,13,2,1,1,0,0,40,40,0
41,5,116493,9,1,4,2,1,1,13550,0,44,40,1
42,3,19700,13,3,11,6,1,0,0,0,50,40,1
26,5,48718,6,5,2,2,1,0,2907,0,40,40,0
45,5,106113,10,3,5,1,1,1,0,0,40,40,1
25,5,256263,12,3,13,1,1,1,0,0,40,40,0
33,1,202498,4,6,1,2,1,1,0,0,40,14,0
38,5,120074,13,3,8,1,1,1,0,0,50,40,1
28,5,122922,9,5,5,2,1,0,0,0,50,40,0
68,7,116903,11,3,11,1,1,1,0,2149,40,40,0
42,3,222596,9,3,4,1,1,1,0,0,40,40,1
35,5,107302,14,3,13,1,1,1,0,0,40,20,0
36,5,156400,10,1,2,5,1,0,0,0,40,40,0
33,5,53373,9,3,4,1,1,1,0,0,35,40,0
22,5,58916,10,5,2,2,1,0,0,0,30,40,0
45,3,167159,13,3,12,1,1,1,0,0,50,40,1
24,5,283806,10,5,9,2,1,0,0,0,40,40,0
57,5,140426,2,4,9,2,1,1,0,0,35,1,0
36,3,61778,9,3,11,1,1,1,15024,0,40,40,1
41,5,33310,9,5,2,2,1,0,0,0,40,40,0
26,7,202560,10,5,11,4,1,0,0,0,35,40,0
25,7,60828,10,5,6,4,1,0,0,0,50,40,0
53,8,153486,10,3,6,1,1,1,0,0,50,40,0
28,3,167536,12,7,11,5,1,1,0,0,40,40,0
30,3,370990,14,5,11,2,1,0,0,0,40,40,0
38,7,198867,7,3,4,1,1,1,0,0,40,40,0
37,3,174924,10,1,12,5,1,1,0,0,48,12,0
30,5,175856,14,3,11,1,1,1,0,0,38,40,0
41,5,169628,9,3,8,6,0,0,0,0,40,1,0
29,1,125159,10,5,1,2,0,1,0,0,36,1,0
