age,workclass,fnlwgt,education,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,income-per-year
34,3,89644,10,2,6,2,1,1,0,0,55,1,1
19,3,275889,7,1,3,4,1,1,0,0,40,6,0
26,3,231638,9,1,2,4,1,0,0,0,40,1,0
45,5,224474,13,3,4,5,1,0,4934,0,50,1,1
28,3,355259,14,1,4,1,1,0,0,0,40,1,1
30,4,68330,13,1,4,1,1,1,0,0,40,1,1
32,3,185410,9,1,1,1,1,0,0,0,40,1,0
19,3,87653,10,1,5,4,1,0,0,0,25,1,0
21,3,286853,9,1,5,4,1,1,0,0,35,1,0
54,3,96710,9,2,15,6,0,0,0,0,20,1,0
62,3,160143,15,2,4,2,1,1,0,0,30,1,1
25,3,186925,10,1,5,1,1,1,2597,0,48,1,0
49,7,109705,10,3,2,5,1,0,0,0,32,1,0
32,3,94235,9,2,7,2,1,1,0,0,40,1,1
26,3,225279,10,1,4,1,1,1,0,1602,40,5,0
37,5,297449,9,2,13,2,1,1,0,0,40,1,1
58,3,205896,9,3,6,6,1,0,0,0,40,1,0
37,3,93717,10,2,1,3,1,0,7298,0,45,1,1
41,3,194710,9,1,2,1,1,0,0,0,40,1,0
38,3,236391,13,2,2,2,1,1,7688,0,40,1,1
47,1,189123,9,2,5,2,1,1,0,0,40,1,0
42,3,358677,9,3,5,5,0,1,0,0,35,1,0
30,1,199539,9,2,1,2,1,1,0,1902,40,1,0
43,3,128170,10,2,6,2,1,1,7688,0,40,1,1
34,3,231238,9,2,10,2,0,1,0,0,40,1,0
57,3,296152,10,3,2,6,1,0,594,0,10,1,0
46,3,166003,7,2,10,2,1,1,0,0,40,1,0
32,3,281437,10,2,8,2,1,1,0,0,55,1,0
20,3,190231,5,1,10,4,1,0,0,0,11,37,0
47,3,122026,11,3,6,1,1,1,0,0,50,1,0
55,6,205527,9,3,12,1,1,1,0,0,20,1,0
53,2,174102,4,2,2,2,1,1,4386,0,50,36,1
43,3,125461,13,2,6,2,1,1,0,0,65,1,1
80,2,184335,4,2,9,2,1,1,0,0,30,1,0
24,3,211345,10,1,5,4,1,0,0,0,40,6,0
43,5,147328,14,2,2,2,1,1,0,1977,60,1,1
22,3,222993,9,1,3,4,1,1,0,0,40,1,0
40,3,225978,10,5,2,1,0,1,0,0,40,1,0
48,3,121124,9,2,2,2,1,1,0,0,50,1,1
56,6,656036,9,2,12,2,1,1,0,0,25,1,0
34,6,346762,7,3,12,4,1,1,0,0,84,1,0
51,3,234057,9,2,7,2,1,1,0,0,45,1,1
24,4,306515,9,1,1,1,1,0,0,0,40,1,0
19,3,116562,9,1,5,4,1,0,0,0,40,1,0
34,3,171159,10,3,1,5,1,0,0,0,30,1,0
24,3,199011,9,1,7,4,1,1,0,0,40,1,0
41,3,443508,13,2,8,2,1,1,0,0,48,11,1
24,3,29810,9,3,6,1,1,0,0,0,38,1,0
22,5,238831,10,1,13,4,1,1,0,0,40,1,0
32,4,566117,10,3,1,5,1,0,0,0,40,1,0
41,3,255044,13,3,2,1,1,0,0,0,55,1,0
20,3,436253,10,1,5,4,1,1,0,0,35,1,0
31,3,300687,9,1,5,1,0,1,0,0,40,1,0
55,3,144071,13,2,11,2,1,1,0,0,18,1,1
49,1,133917,16,2,4,2,0,1,0,1902,60,5,1
26,3,188767,13,1,6,4,1,1,0,0,40,1,0
27,2,300777,9,3,8,1,1,1,0,0,70,1,0
35,3,26987,9,5,1,1,1,0,0,0,40,1,0
40,3,174395,9,3,5,1,1,1,0,0,60,36,0
59,3,90290,10,2,4,2,1,1,0,0,34,1,0
61,3,183735,10,2,6,2,1,1,0,0,45,1,1
31,3,123273,9,1,6,4,0,0,0,0,40,1,0
43,4,186916,14,3,13,1,1,1,0,0,60,1,1
61,3,43554,3,1,3,1,0,1,0,2339,40,1,0
54,3,178251,12,7,1,5,1,0,0,0,30,1,0
30,3,255885,10,2,6,2,1,1,0,0,50,1,0
20,3,64292,10,1,6,1,1,0,0,0,50,1,0
27,1,194773,14,1,4,1,1,0,0,0,50,12,0
44,7,133060,10,3,10,1,1,1,0,0,60,1,0
64,3,258006,10,7,1,1,1,0,0,0,40,2,0
55,3,92215,9,3,1,1,1,0,0,0,40,1,0
34,3,33945,9,3,7,1,1,1,6849,0,55,1,0
61,3,153048,9,7,6,1,1,0,0,0,35,1,0
28,3,192200,13,2,4,2,1,1,0,0,40,5,0
34,3,355571,9,3,10,5,0,0,0,0,40,1,0
47,7,139268,15,2,4,2,1,1,0,1977,60,1,1
26,3,34402,13,1,1,1,1,1,0,0,45,1,0
35,3,25955,7,1,5,5,0,1,0,0,40,1,0
36,3,209609,13,2,4,2,1,1,0,0,38,1,0
47,3,168283,13,2,4,2,1,1,0,0,40,1,1
17,3,295488,7,1,5,4,0,0,0,0,25,1,0
35,3,190895,10,2,4,2,1,1,0,0,60,1,0
33,3,164190,14,1,4,4,1,1,0,0,20,1,0
25,3,216010,12,2,1,3,1,0,0,0,40,1,0
18,3,387568,6,1,6,4,1,1,0,0,10,1,0
47,1,188386,14,5,4,1,1,1,0,0,38,1,0
44,3,174491,9,7,5,5,0,0,0,0,30,1,0
41,3,31221,9,3,5,5,1,0,0,0,30,1,0
30,3,272451,13,1,1,1,1,0,0,0,40,1,0
53,2,152652,10,2,9,2,1,1,0,0,50,1,0
53,3,104413,9,7,5,5,0,0,0,0,20,1,0
40,3,105936,9,2,6,3,1,0,5013,0,20,1,0
24,3,379066,10,1,1,1,1,1,0,2205,24,1,0
27,3,214858,13,1,6,4,1,1,0,0,40,1,0
50,3,237735,3,2,8,2,1,1,0,0,37,6,0
36,3,158592,7,2,7,2,1,1,0,0,50,1,0
41,3,237321,2,2,10,2,1,1,0,0,40,6,1
41,3,23646,14,1,4,1,1,0,0,0,40,1,0
31,3,169240,9,1,5,1,1,0,0,0,40,1,0
32,4,454508,13,2,2,2,1,1,0,0,40,1,0
22,3,130356,10,1,10,4,1,1,0,0,48,1,0
22,3,427686,6,3,7,4,1,1,0,0,40,1,0
18,5,36411,8,1,4,4,1,1,0,0,30,1,0
39,3,548510,13,2,4,2,0,1,0,0,30,1,0
38,3,187264,9,2,2,3,1,0,0,0,55,1,0
35,1,140752,9,2,7,2,1,1,0,0,40,1,0
23,3,325596,10,1,10,1,1,1,0,0,40,1,0
54,2,175804,13,2,2,2,1,1,0,0,40,1,1
36,3,107302,14,2,4,2,1,1,0,0,60,1,1
63,5,41161,9,2,2,2,1,1,0,0,55,1,0
39,3,401832,10,2,2,2,1,1,0,0,48,1,0
57,2,353808,10,2,6,2,1,1,0,0,60,1,1
58,7,349910,15,2,4,2,1,1,0,1977,50,1,1
29,3,161478,13,1,1,1,0,0,0,0,40,30,0
17,3,400225,7,1,6,4,1,0,0,0,20,1,0
40,3,367533,9,3,7,1,1,1,0,0,40,1,0
69,2,69306,10,2,5,3,1,0,0,0,15,1,0
28,3,270366,6,3,6,1,1,0,0,0,40,1,0
38,3,103751,5,2,7,2,1,1,0,0,40,1,0
44,3,75227,15,1,4,1,1,1,14084,0,40,1,1
45,5,132563,15,3,4,5,0,0,0,1726,40,1,0
33,1,79580,13,2,1,2,0,1,0,0,40,1,0
41,5,344624,10,2,5,2,1,1,0,1485,40,1,1
37,7,186359,9,2,6,2,1,1,7688,0,60,1,1
50,3,121685,10,2,6,2,1,1,0,0,45,1,1
48,3,75104,13,2,4,2,1,1,0,0,50,1,0
26,6,188343,9,1,12,5,0,0,0,0,40,1,0
36,3,246449,10,2,2,2,1,1,0,0,60,1,1
21,3,85088,10,1,5,4,1,0,0,0,37,1,0
37,3,545483,12,2,9,2,1,1,0,0,40,1,0
20,1,243986,10,1,4,4,1,0,0,0,20,1,0
54,2,32778,9,2,6,3,1,0,0,0,30,1,0
28,3,369114,9,5,6,6,1,0,0,0,40,1,0
27,3,217200,10,1,4,1,1,1,0,0,40,1,0
33,3,149220,11,1,5,5,0,0,0,0,40,1,0
46,6,162034,9,2,12,2,1,1,0,0,40,1,0
28,6,157813,7,3,12,5,1,0,0,0,58,11,0
17,6,179715,6,1,12,4,1,1,0,0,40,1,0
40,2,335549,15,1,4,1,1,1,0,2444,45,1,1
47,3,102308,14,2,6,2,1,1,0,0,40,1,1
44,3,367749,2,1,10,1,1,0,0,0,40,26,0
25,3,98281,8,1,3,5,1,1,0,0,43,1,0
35,3,115792,13,2,4,2,1,1,0,0,55,1,0
29,3,277788,10,2,6,3,1,0,0,0,25,1,0
30,3,103435,9,3,10,5,1,1,0,0,40,1,0
30,3,37646,10,2,3,2,1,1,0,0,40,1,0
56,2,385632,4,3,5,5,1,0,0,0,40,1,0
25,2,210278,13,1,4,4,1,1,0,0,30,1,0
28,3,335357,9,1,3,4,0,1,0,0,40,1,0
43,2,272165,5,2,7,2,1,1,0,0,40,1,0
47,5,148995,9,2,13,2,1,1,0,0,60,1,1
46,2,113434,13,2,7,2,1,1,0,0,40,1,0
41,1,132551,14,3,4,5,1,0,0,0,35,1,0
38,4,115433,12,2,1,3,1,0,7688,0,33,1,1
29,3,227890,9,1,13,6,0,1,0,0,40,1,0
25,3,503012,3,1,7,1,1,1,0,0,40,6,0
56,3,250873,7,2,7,2,1,1,0,0,45,1,0
31,3,407930,4,2,3,2,1,1,0,0,40,1,0
22,3,148187,7,1,5,6,1,1,0,0,40,1,0
31,3,159322,9,1,3,6,1,1,0,0,40,1,0
28,3,334368,10,5,1,1,1,0,0,0,40,1,0
53,3,196328,13,2,2,2,0,1,0,0,40,1,0
45,3,270842,14,3,2,1,1,0,0,0,50,1,1
71,3,235079,1,7,7,5,0,1,0,0,10,1,0
65,6,327154,9,7,12,5,1,0,0,0,40,1,0
39,3,188391,9,2,7,2,1,1,7298,0,50,1,1
19,4,30559,9,6,6,3,1,0,0,0,40,1,0
34,5,255098,13,3,4,5,1,0,0,0,40,1,0
36,3,248010,9,2,1,2,1,1,0,0,45,1,0
40,3,174515,9,4,5,4,1,0,0,0,40,1,0
90,3,171956,10,5,1,4,1,0,0,0,40,8,0
56,3,193130,15,2,2,2,1,1,0,0,16,1,0
21,3,108670,9,1,4,1,1,0,0,0,40,1,0
48,3,186172,13,2,2,2,1,1,0,0,45,1,1
45,3,348854,10,5,1,5,1,0,0,0,27,1,0
46,3,271828,9,2,10,2,1,1,0,0,40,1,1
64,3,148606,6,5,5,1,1,0,0,0,35,1,0
29,5,123983,14,1,4,4,0,1,0,0,40,22,0
22,3,24896,9,3,11,5,1,0,0,0,30,12,0
47,3,573583,9,2,8,2,1,1,0,0,48,15,1
67,7,106175,13,2,2,2,1,1,0,2392,75,1,1
43,3,307767,9,2,3,2,1,1,0,0,40,1,0
42,3,200574,10,2,6,2,1,1,0,0,40,1,0
31,3,59083,10,2,5,2,1,1,0,1672,50,1,0
53,3,358056,7,3,5,5,1,0,0,0,40,1,0
81,3,114670,5,7,15,1,0,0,2062,0,5,1,0
33,5,262042,9,3,1,4,1,0,0,1138,40,1,0
17,3,206010,8,1,5,4,1,0,0,0,8,1,0
55,7,183869,15,2,2,2,1,1,0,0,50,5,1
28,3,159001,9,1,3,4,1,1,0,0,30,1,0
24,3,155818,10,1,6,4,1,0,0,0,40,1,0
40,3,96055,9,5,1,5,1,0,0,0,45,1,0
30,5,131776,14,1,1,1,1,0,0,0,40,1,0
24,3,228613,7,1,10,5,1,0,0,0,40,1,0
26,3,198163,14,2,6,3,1,0,0,0,40,1,0
38,3,37028,10,3,6,5,1,0,0,0,38,1,0
30,3,177304,9,2,11,2,1,1,0,0,40,1,1
33,3,144064,13,2,2,2,1,1,0,0,50,1,0
40,3,146659,9,2,6,2,1,1,0,0,60,1,1
63,2,26904,9,2,9,2,1,1,0,0,98,1,0
23,3,238917,4,1,7,6,1,1,0,0,36,1,0
56,3,170148,9,3,7,5,0,1,0,0,40,1,0
42,2,27821,11,2,2,2,1,1,0,0,60,1,0
40,3,220460,9,1,7,1,1,1,0,0,40,11,0
49,3,101320,12,2,6,3,1,0,0,1902,40,1,1
35,3,173858,9,4,7,1,0,1,0,0,40,5,0
52,3,91048,9,3,10,4,0,0,0,0,35,1,0
28,3,298696,13,1,1,4,1,0,0,0,40,1,0
35,3,207202,6,2,8,2,1,1,0,0,70,1,0
21,6,230397,10,1,12,4,1,0,0,0,5,1,0
43,2,180599,9,1,7,1,1,1,0,0,35,1,0
32,6,199046,11,1,12,5,1,0,0,0,2,1,0
29,2,132686,15,1,4,4,1,1,0,0,50,15,1
23,3,240063,13,1,10,4,1,1,0,0,25,1,0
50,5,177705,10,2,1,2,1,1,0,1740,48,1,0
34,3,511361,10,1,5,4,0,1,0,0,40,1,0
19,3,89397,9,1,5,4,1,1,0,0,40,1,0
47,3,239439,7,2,10,3,0,0,0,0,40,1,0
37,2,36989,10,2,9,2,1,1,0,0,40,1,0
25,3,76978,9,1,6,5,0,0,0,0,35,1,0
75,3,200068,10,2,2,2,1,1,0,0,35,1,1
24,3,454941,9,2,7,2,1,1,0,0,40,1,0
28,1,107218,13,1,11,4,0,1,0,0,20,1,0
17,5,182070,7,1,5,4,1,0,0,0,16,1,0
31,3,176360,9,1,7,4,0,1,0,0,40,1,0
31,3,452405,1,1,5,6,1,0,0,0,35,6,0
18,6,297396,9,1,12,4,1,1,0,0,10,1,0
45,3,84790,13,2,4,2,1,1,0,0,55,1,1
31,3,186787,9,1,7,4,1,1,0,0,42,1,0
27,3,169662,13,2,4,2,1,1,0,0,42,1,1
48,3,125933,10,7,2,5,0,0,0,1669,38,1,0
22,6,35448,9,2,12,3,1,0,0,0,22,1,0
34,3,225548,13,2,13,2,0,1,0,0,30,1,0
26,3,240842,9,1,10,5,0,0,0,0,40,1,0
53,3,103931,10,2,4,2,1,1,0,0,40,1,0
60,3,232618,13,2,2,2,1,1,0,0,35,1,1
49,5,288548,14,5,4,5,1,0,0,0,50,1,0
40,3,220609,10,3,2,1,1,0,0,0,40,1,0
48,7,26145,6,2,9,2,1,1,0,0,80,1,0
23,3,268525,13,1,4,1,1,1,0,0,50,1,0
68,6,133758,4,7,12,1,0,1,0,0,10,1,0
42,3,121264,11,2,4,2,1,1,0,0,40,1,1
37,2,29814,9,1,9,4,1,1,0,0,85,1,0
27,3,193701,9,1,7,4,1,0,0,0,45,1,0
38,3,183279,10,2,2,2,1,1,0,0,44,1,1
27,3,163942,9,1,7,1,1,1,0,0,35,40,0
75,3,188612,9,7,1,1,1,0,0,0,40,1,0
49,7,102771,13,2,6,2,1,1,0,0,52,1,1
27,3,85625,10,1,6,1,1,1,0,0,20,1,0
36,2,245090,13,1,9,1,1,1,0,0,50,6,0
36,3,131239,13,2,4,2,1,1,3103,0,45,1,1
35,3,182074,9,3,3,4,1,1,0,0,35,1,0
36,3,187046,9,2,6,2,1,1,0,0,40,1,1
53,3,90624,7,2,7,2,0,1,0,0,40,1,0
27,3,37933,10,1,1,5,0,0,0,0,40,1,0
34,3,182177,9,3,7,1,1,1,3325,0,35,1,0
61,3,716416,10,2,6,2,1,1,0,0,44,1,1
29,3,190562,9,3,10,5,1,1,0,0,56,1,0
40,1,141583,10,3,1,5,0,0,0,0,35,1,0
37,3,98941,14,1,2,1,1,1,0,0,40,1,1
22,3,201729,5,1,3,6,1,1,0,0,30,1,0
43,7,175485,10,2,2,2,1,1,0,0,40,1,0
55,2,149168,9,2,9,2,1,1,0,0,30,1,0
28,3,115971,10,3,1,5,1,0,0,0,40,1,0
23,3,161708,13,1,5,4,1,0,0,0,30,1,0
64,5,244903,7,2,7,2,0,1,0,0,40,1,1
46,3,155664,10,1,3,1,1,1,0,0,40,1,0
29,3,112754,10,1,7,4,1,1,0,0,40,1,0
44,3,178385,14,2,2,2,0,1,0,0,48,4,0
20,3,44064,10,1,4,4,1,1,0,0,25,1,0
62,2,120939,10,3,6,1,1,1,0,0,40,1,0
49,3,165134,11,1,2,5,1,0,0,0,35,17,0
29,3,100405,6,2,9,3,0,0,0,0,40,1,0
35,2,361888,13,2,6,2,1,1,0,0,60,30,0
39,5,167864,7,2,8,2,1,1,0,0,30,1,0
39,3,202950,13,1,2,1,1,1,0,0,45,1,0
37,3,218188,9,3,10,6,1,0,0,0,32,1,0
38,3,234962,9,2,3,2,1,1,2829,0,30,6,0
72,6,177226,9,2,12,2,1,1,0,0,8,1,0
31,3,259931,4,2,10,2,1,1,0,0,40,1,0
55,3,189528,4,2,7,2,1,1,0,0,60,1,0
38,3,34996,10,5,5,5,1,0,0,0,40,1,0
33,3,112584,10,3,6,1,1,0,0,0,25,1,0
25,3,117589,12,1,1,1,1,0,0,0,40,1,0
19,6,145234,10,1,12,4,1,1,0,0,30,1,0
37,3,267086,11,3,11,5,1,0,0,0,52,1,0
49,3,44434,10,3,11,6,1,1,0,0,35,1,0
26,3,96130,9,1,7,6,1,1,0,0,40,1,0
35,3,181382,9,2,7,2,1,1,0,0,43,1,0
44,7,168845,9,2,6,3,1,0,0,0,60,1,0
37,3,271767,14,5,2,1,1,1,0,0,45,1,1
42,3,194636,13,2,4,2,1,1,0,0,45,1,1
64,1,194894,16,1,4,1,1,0,4787,0,40,1,1
28,3,132686,9,2,3,2,1,1,0,0,40,1,1
35,2,185848,9,1,2,1,1,1,4650,0,50,1,0
40,1,184378,13,2,1,2,1,1,0,0,40,1,0
55,4,270859,13,2,4,2,1,1,0,0,40,1,1
21,3,231866,9,1,9,4,1,1,0,0,65,1,0
49,3,36032,10,1,2,1,0,0,0,0,40,1,0
51,1,172962,16,2,4,2,1,1,0,0,40,1,1
57,3,98350,15,2,7,2,0,1,0,1902,40,14,1
51,3,24185,13,2,7,2,1,1,0,0,40,1,1
38,3,53930,6,1,7,1,0,1,0,0,40,5,0
24,3,85088,9,1,6,4,1,0,0,1762,32,1,0
45,2,94962,9,2,7,2,1,1,0,0,40,10,0
28,3,480861,9,2,10,2,1,1,0,0,45,1,0
42,7,187702,15,2,4,2,1,1,0,2415,60,1,1
22,3,52262,10,1,5,1,1,1,0,0,40,1,0
28,1,52636,14,2,2,2,1,1,0,0,40,1,0
60,3,175273,9,7,10,5,1,0,0,0,40,1,0
31,3,327825,9,5,10,5,1,0,0,2238,40,1,0
47,3,125892,10,2,7,2,1,1,0,0,75,1,1
40,6,78255,9,3,12,1,1,1,0,0,25,1,0
30,3,398827,9,6,1,2,1,1,0,0,60,1,0
61,3,208919,14,2,6,2,1,1,0,0,60,1,1
71,5,365996,13,7,4,5,1,0,0,0,6,1,0
42,3,307638,9,3,1,4,1,0,0,0,40,1,0
44,5,33068,8,2,7,2,1,1,0,0,55,1,0
46,2,254291,10,2,6,2,1,1,0,0,60,1,1
50,5,125417,15,1,2,1,0,0,0,0,52,1,1
27,1,28848,13,1,4,1,1,1,0,0,9,1,0
40,6,273425,11,2,12,2,1,1,0,0,15,1,0
21,3,194723,10,1,1,6,1,0,0,0,40,6,0
25,3,195118,9,1,3,6,1,1,0,0,35,1,0
61,3,123273,3,3,8,1,1,1,0,1876,56,1,0
54,3,220115,10,3,1,1,1,1,0,0,30,1,0
31,3,265706,13,1,6,1,1,1,0,0,40,1,0
53,2,279129,10,2,9,2,1,1,0,0,30,1,0
39,7,122742,12,2,2,2,1,1,15024,0,55,1,1
57,7,172654,15,2,8,2,1,1,15024,0,50,1,1
48,3,119199,13,3,6,5,1,0,0,0,44,1,0
30,3,107793,10,2,8,2,1,1,0,0,56,1,1
35,3,237943,9,2,3,2,1,1,0,0,60,1,0
42,2,64632,9,2,2,2,1,1,0,0,50,1,0
34,2,96245,9,2,10,2,1,1,0,0,40,1,0
59,3,361494,9,2,6,2,1,1,0,0,40,1,1
69,5,122850,6,2,2,2,1,1,0,0,20,1,0
29,3,173652,10,1,1,4,1,0,0,0,40,1,0
40,3,164663,9,2,8,2,1,1,0,0,40,1,0
21,3,98678,10,1,5,4,1,1,0,0,15,1,0
40,3,245529,12,3,4,1,1,0,0,0,40,1,0
43,3,55294,10,2,7,2,1,1,0,0,40,1,0
36,3,140583,9,3,3,1,1,1,0,0,40,1,0
41,3,79797,9,4,4,1,0,1,0,0,40,30,1
72,6,113044,9,7,12,1,1,1,0,0,30,1,0
20,3,283499,10,1,8,4,1,1,0,0,30,1,0
41,5,51111,13,7,1,1,1,0,0,0,40,1,0
34,3,232475,10,3,2,1,1,1,0,0,50,1,0
48,3,176140,7,3,5,5,0,0,0,0,40,1,0
27,3,301654,9,1,2,4,1,0,0,0,40,1,0
35,3,376455,10,2,2,2,1,1,15024,0,60,1,1
28,6,192569,9,1,12,4,0,1,0,0,40,1,0
27,3,229803,9,1,7,4,0,1,0,0,40,1,0
20,3,337639,10,1,6,4,1,1,0,0,40,1,0
18,3,130849,10,1,6,4,1,0,0,0,15,1,0
32,3,296282,13,2,6,2,1,1,0,0,40,1,0
38,3,266645,14,2,2,2,1,1,0,0,60,1,1
23,1,110128,10,1,5,4,1,1,0,0,40,1,0
28,3,90196,13,2,2,2,1,1,0,0,45,1,1
40,1,40024,15,2,4,2,1,1,0,0,38,1,1
35,3,144322,9,3,10,5,1,0,0,0,40,1,0
74,7,162340,10,7,2,5,1,1,0,0,40,1,0
28,3,169069,9,1,7,4,1,1,0,0,40,1,0
23,3,113601,10,1,3,4,1,1,0,0,30,1,0
20,2,157145,10,1,9,4,1,1,0,2258,10,1,0
44,3,111275,9,3,10,5,0,0,0,0,56,1,0
46,5,102076,9,3,1,5,1,0,0,0,25,1,0
20,6,182117,10,1,12,4,1,1,0,0,40,1,0
51,2,145409,13,2,6,2,1,1,15024,0,50,1,1
40,3,190122,10,5,1,1,1,0,0,0,40,1,0
48,3,331482,15,2,11,2,1,1,0,1977,40,1,1
60,2,170114,5,2,9,2,1,1,0,1672,84,1,0
48,7,193188,13,2,2,2,1,1,0,0,40,1,1
46,5,267588,13,2,4,3,1,0,0,0,70,1,0
48,7,200471,13,2,2,2,1,1,0,0,40,1,1
22,6,175586,9,1,12,5,0,0,0,0,35,1,0
24,5,322658,13,1,4,1,1,0,0,0,40,1,0
45,1,263982,10,3,4,5,1,0,0,0,40,1,0
18,3,266287,8,1,6,4,1,0,0,0,35,1,0
39,3,278187,9,2,10,2,1,1,0,0,40,1,0
65,7,81413,9,2,9,2,1,1,0,2352,65,1,0
22,3,221745,10,3,10,4,1,0,0,0,40,1,0
20,3,140764,10,1,5,4,1,0,0,0,20,1,0
28,3,206351,10,2,6,2,1,1,0,0,40,1,0
46,3,176814,15,2,4,2,1,1,99999,0,50,1,1
42,5,245307,13,2,2,2,1,1,0,1977,48,1,1
61,1,124971,16,2,4,2,1,1,0,0,40,5,1
28,3,119545,10,2,2,4,1,1,7688,0,50,1,1
18,3,179203,10,1,6,4,1,0,0,0,20,1,0
24,4,44075,13,1,4,1,0,1,0,0,40,1,0
45,3,178319,16,2,4,2,1,1,0,0,56,1,1
24,3,219754,9,1,1,4,1,1,0,0,40,1,0
44,3,198316,13,2,2,2,1,1,15024,0,50,1,1
20,3,168165,10,1,5,4,1,1,0,0,30,1,0
35,3,356838,10,2,11,2,1,1,2829,0,55,16,0
52,7,210736,13,2,6,2,1,1,0,0,60,1,0
25,3,173212,12,1,9,1,1,1,2354,0,45,1,0
19,3,130431,3,1,9,1,1,1,0,0,36,6,0
35,6,169809,13,2,12,2,1,1,0,0,20,1,0
54,3,197481,10,3,1,5,1,0,0,0,40,1,0
21,3,155066,10,1,7,4,1,1,0,0,40,1,0
26,3,31290,9,2,1,3,1,0,0,0,40,1,1
42,3,54102,11,3,1,5,1,0,0,0,40,1,0
19,3,181546,10,1,1,4,1,0,0,0,40,1,0
55,3,153484,14,2,2,2,1,1,0,1977,50,1,1
44,1,351228,9,2,1,2,1,1,0,0,40,1,0
25,3,131976,13,1,2,4,1,1,0,0,55,1,0
26,3,200639,10,2,10,2,1,1,0,0,40,1,0
64,4,267546,12,5,4,1,1,0,0,0,40,1,1
41,3,179875,7,3,5,5,0,0,0,0,40,1,0
25,6,237865,10,1,12,4,0,1,0,0,40,5,0
43,3,300528,10,2,8,2,1,1,0,0,40,1,0
45,3,67716,9,1,7,4,1,1,10520,0,48,1,1
48,4,326048,13,2,4,2,1,1,0,0,44,1,1
60,3,191188,9,2,8,2,1,1,0,0,40,1,0
45,2,32172,10,1,9,1,1,1,0,0,50,1,0
51,3,252903,6,2,6,2,1,1,0,1977,40,1,1
37,4,334314,9,3,1,5,1,0,0,0,40,1,0
22,3,83704,10,1,1,4,1,1,0,0,30,1,0
44,3,160574,9,2,7,2,1,1,0,0,65,1,1
27,3,203776,9,2,7,2,1,1,0,0,50,1,0
47,5,328610,9,2,7,2,1,1,0,0,40,1,0
32,3,295589,14,2,2,2,0,1,0,1977,40,1,1
40,3,174373,13,2,2,2,1,1,0,0,50,1,1
41,3,247752,9,2,6,2,1,1,0,0,40,1,0
32,6,199244,6,3,12,1,1,0,0,0,40,1,0
26,3,139992,13,1,4,1,1,0,0,0,40,1,0
47,3,95680,10,2,2,2,0,1,0,0,40,1,0
55,7,189933,9,2,2,2,1,1,0,0,45,1,0
38,3,498785,9,2,3,2,1,1,0,0,40,1,0
24,1,177526,13,1,4,1,1,1,0,0,15,1,0
64,2,150121,16,2,2,2,1,1,0,0,25,1,1
56,4,130454,13,2,4,2,1,1,0,0,40,1,1
41,3,119079,9,2,6,2,1,1,0,0,49,1,1
33,3,220939,9,2,6,2,1,1,7298,0,45,1,1
33,3,94235,15,1,4,4,1,1,0,0,42,1,1
21,3,305874,10,2,5,2,1,1,0,0,40,1,0
59,5,62020,9,7,7,1,0,1,0,0,40,1,0
58,3,235624,11,2,2,2,1,1,0,0,40,12,1
43,5,247514,14,3,4,5,1,1,0,0,40,1,0
21,3,275726,9,1,7,4,0,1,0,0,40,1,0
45,3,72896,9,1,10,1,1,1,0,0,40,1,0
53,5,110510,9,2,2,3,1,0,0,0,50,1,1
41,3,173938,15,2,1,2,1,1,0,0,50,5,1
27,3,200641,6,2,2,3,1,0,0,0,40,6,0
53,3,211654,10,2,7,2,1,1,0,0,50,5,1
38,3,242720,14,2,4,2,1,1,0,0,35,1,1
31,3,111567,13,2,2,2,1,1,0,0,70,1,1
41,3,179533,9,2,8,2,1,1,0,0,35,1,0
22,1,334693,10,1,1,4,1,0,0,0,40,1,0
43,2,198096,14,2,6,2,1,1,0,0,60,1,0
41,1,355756,10,1,4,1,1,1,0,0,40,1,0
27,3,19395,10,2,3,3,1,0,0,0,35,1,0
41,5,242586,10,2,2,2,1,1,0,0,40,1,0
36,3,208358,15,3,4,1,1,1,99999,0,45,1,1
49,3,160647,13,2,1,3,1,0,0,0,40,1,1
20,3,227943,9,1,3,4,1,1,0,0,45,1,0
58,2,197665,9,4,5,5,1,0,0,0,45,1,0
35,2,216129,8,1,5,1,0,0,0,0,40,35,0
30,5,326104,9,2,13,2,1,1,0,0,40,1,1
21,3,57211,9,1,7,4,1,1,0,0,40,1,0
29,3,100219,12,1,10,5,1,1,0,0,45,1,0
40,3,291192,9,7,6,1,1,0,0,0,40,1,0
54,1,93415,13,1,4,5,0,0,0,0,40,1,1
35,3,191502,13,2,6,2,1,1,0,0,60,1,1
35,3,261382,13,2,6,2,1,1,0,0,50,1,0
40,3,170230,13,4,5,1,1,0,0,0,40,5,0
59,3,374924,9,5,6,5,0,0,0,0,40,1,0
43,7,320984,10,2,10,2,1,1,0,0,50,1,0
39,3,338320,6,2,7,2,1,1,0,0,60,1,1
51,3,135190,4,5,10,1,0,0,0,0,30,1,0
71,3,157909,10,1,5,1,1,0,2964,0,60,1,0
33,3,637222,8,3,10,5,0,0,0,0,40,1,0
28,3,430084,9,3,5,4,0,1,0,0,35,1,0
30,3,125279,9,4,6,5,1,1,0,0,40,1,0
20,3,221955,3,4,9,6,1,1,0,0,40,6,0
51,7,180195,9,2,6,2,1,1,0,0,50,1,0
39,3,208778,9,2,10,3,1,0,0,0,40,1,1
